,MESSAGE,LABEL,label,cleaned_message,tokenized_message,no_stop_message,stemmed_message
112,LET ME SEE NYX IN THESE,ham,0,LET ME SEE NYX IN THESE,"['let', 'me', 'see', 'nyx', 'in', 'these']","['let', 'see', 'nyx']","['let', 'see', 'nyx']"
113,I tried my best to use mostly fenty beauty products,ham,0,I tried my best to use mostly fenty beauty products,"['i', 'tried', 'my', 'best', 'to', 'use', 'mostly', 'fenty', 'beauty', 'products', '']","['tried', 'best', 'use', 'mostly', 'fenty', 'beauty', 'products', '']","['tri', 'best', 'use', 'mostli', 'fenti', 'beauti', 'product', '']"
114,Ladies! We are SLEEPING on e.l.f. make up! A lot of it is just as amazing as the expensive stuff and it\u2019s HALF the cost,ham,0,Ladies We are SLEEPING on elf make up A lot of it is just as amazing as the expensive stuff and itu2019s HALF the cost,"['ladies', 'we', 'are', 'sleeping', 'on', 'elf', 'make', 'up', 'a', 'lot', 'of', 'it', 'is', 'just', 'as', 'amazing', 'as', 'the', 'expensive', 'stuff', 'and', 'itu2019s', 'half', 'the', 'cost']","['ladies', 'sleeping', 'elf', 'make', 'lot', 'amazing', 'expensive', 'stuff', 'itu2019s', 'half', 'cost']","['ladi', 'sleep', 'elf', 'make', 'lot', 'amaz', 'expens', 'stuff', 'itu2019', 'half', 'cost']"
115, Up To 50% Off Select Beauty Products AND Gift Sets + Free Store Pickup! Choose From #Clinique #Philosophy\u2026,spam,1, Up To 50 Off Select Beauty Products AND Gift Sets  Free Store Pickup Choose From Clinique Philosophyu2026,"['', 'up', 'to', '50', 'off', 'select', 'beauty', 'products', 'and', 'gift', 'sets', 'free', 'store', 'pickup', 'choose', 'from', 'clinique', 'philosophyu2026']","['', '50', 'select', 'beauty', 'products', 'gift', 'sets', 'free', 'store', 'pickup', 'choose', 'clinique', 'philosophyu2026']","['', '50', 'select', 'beauti', 'product', 'gift', 'set', 'free', 'store', 'pickup', 'choos', 'cliniqu', 'philosophyu2026']"
116,buKahra: Love that Fenty Beauty shoot A119,ham,0,buKahra Love that Fenty Beauty shoot A119,"['bukahra', 'love', 'that', 'fenty', 'beauty', 'shoot', 'a119']","['bukahra', 'love', 'fenty', 'beauty', 'shoot', 'a119']","['bukahra', 'love', 'fenti', 'beauti', 'shoot', 'a119']"
117,Ive just realised ive had my bottle of Clinique foundation since the age of 16 (Im 21 now) and its the only foun ,ham,0,Ive just realised ive had my bottle of Clinique foundation since the age of 16 Im 21 now and its the only foun ,"['i', 've', 'just', 'realised', 'ive', 'had', 'my', 'bottle', 'of', 'clinique', 'foundation', 'since', 'the', 'age', 'of', '16', 'i', 'm', '21', 'now', 'and', 'it', 's', 'the', 'only', 'foun', '']","['realised', 'ive', 'bottle', 'clinique', 'foundation', 'since', 'age', '16', '21', 'foun', '']","['realis', 'ive', 'bottl', 'cliniqu', 'foundat', 'sinc', 'age', '16', '21', 'foun', '']"
118,"Wash face with Lancôme Cleanser, Use Thayers Witch Hazel Toner, Mary Jane CBD serum, First Aid Beauty Moisturizer",ham,0,Wash face with Lancôme Cleanser Use Thayers Witch Hazel Toner Mary Jane CBD serum First Aid Beauty Moisturizer,"['wash', 'face', 'with', 'lancôme', 'cleanser', 'use', 'thayer', 's', 'witch', 'hazel', 'toner', 'mary', 'jane', 'cbd', 'serum', 'first', 'aid', 'beauty', 'moisturizer']","['wash', 'face', 'lancôme', 'cleanser', 'use', 'thayer', 'witch', 'hazel', 'toner', 'mary', 'jane', 'cbd', 'serum', 'first', 'aid', 'beauty', 'moisturizer']","['wash', 'face', 'lancôm', 'cleanser', 'use', 'thayer', 'witch', 'hazel', 'toner', 'mari', 'jane', 'cbd', 'serum', 'first', 'aid', 'beauti', 'moistur']"
119, Freshen Up Your Eyes with Fenty Beauty's New Snap Shadows Mix &amp; Match #Eyeshadow Palettes! #FENTYBEAUTY #Gifted #Makeup #Makeu\u2026,ham,0, Freshen Up Your Eyes with Fenty Beautys New Snap Shadows Mix amp Match Eyeshadow Palettes FENTYBEAUTY Gifted Makeup Makeuu2026,"['', 'freshen', 'up', 'your', 'eyes', 'with', 'fenty', 'beautys', 'new', 'snap', 'shadows', 'mix', 'amp', 'match', 'eyeshadow', 'palettes', 'fentybeauty', 'gifted', 'makeup', 'makeuu2026']","['', 'freshen', 'eyes', 'fenty', 'beautys', 'new', 'snap', 'shadows', 'mix', 'amp', 'match', 'eyeshadow', 'palettes', 'fentybeauty', 'gifted', 'makeup', 'makeuu2026']","['', 'freshen', 'eye', 'fenti', 'beauti', 'new', 'snap', 'shadow', 'mix', 'amp', 'match', 'eyeshadow', 'palett', 'fentybeauti', 'gift', 'makeup', 'makeuu2026']"
120, Elizabeth Arden skin care routineWired: Elizabeth Bathory skin care routine,ham,0, Elizabeth Arden skin care routineWired Elizabeth Bathory skin care routine,"['', 'elizabeth', 'arden', 'skin', 'care', 'routinewired', 'elizabeth', 'bathory', 'skin', 'care', 'routine']","['', 'elizabeth', 'arden', 'skin', 'care', 'routinewired', 'elizabeth', 'bathory', 'skin', 'care', 'routine']","['', 'elizabeth', 'arden', 'skin', 'care', 'routinewir', 'elizabeth', 'bathori', 'skin', 'care', 'routin']"
121,Ive been trying these out for a week now and they\u2019re absolutely amazing \n\n#clinique #cliniquemakeup,ham,0,Ive been trying these out for a week now and theyu2019re absolutely amazing nnclinique cliniquemakeup,"['ive', 'been', 'trying', 'these', 'out', 'for', 'a', 'week', 'now', 'and', 'theyu2019re', 'absolutely', 'amazing', 'nnclinique', 'cliniquemakeup']","['ive', 'trying', 'week', 'theyu2019re', 'absolutely', 'amazing', 'nnclinique', 'cliniquemakeup']","['ive', 'tri', 'week', 'theyu2019r', 'absolut', 'amaz', 'nncliniqu', 'cliniquemakeup']"
122,RT @findyourdress: Want to be in with a chance of winning an Estee Lauder Beautiful fragrance?! To enter simply...,ham,0,RT findyourdress Want to be in with a chance of winning an Estee Lauder Beautiful fragrance To enter simply,"['rt', 'findyourdress', 'want', 'to', 'be', 'in', 'with', 'a', 'chance', 'of', 'winning', 'an', 'estee', 'lauder', 'beautiful', 'fragrance', 'to', 'enter', 'simply']","['rt', 'findyourdress', 'want', 'chance', 'winning', 'estee', 'lauder', 'beautiful', 'fragrance', 'enter', 'simply']","['rt', 'findyourdress', 'want', 'chanc', 'win', 'este', 'lauder', 'beauti', 'fragranc', 'enter', 'simpli']"
123,@BruiseViolet Great question. I really like Clinique Moisture Surge Intense for dry skin- It's an excellent moisturizer,ham,0,BruiseViolet Great question I really like Clinique Moisture Surge Intense for dry skin Its an excellent moisturizer,"['bruiseviolet', 'great', 'question', 'i', 'really', 'like', 'clinique', 'moisture', 'surge', 'intense', 'for', 'dry', 'skin', 'its', 'an', 'excellent', 'moisturizer']","['bruiseviolet', 'great', 'question', 'really', 'like', 'clinique', 'moisture', 'surge', 'intense', 'dry', 'skin', 'excellent', 'moisturizer']","['bruiseviolet', 'great', 'question', 'realli', 'like', 'cliniqu', 'moistur', 'surg', 'intens', 'dri', 'skin', 'excel', 'moistur']"
124,Clinique dramatically different moisturizing gel for oily skin for my face,ham,0,Clinique dramatically different moisturizing gel for oily skin for my face,"['clinique', 'dramatically', 'different', 'moisturizing', 'gel', 'for', 'oily', 'skin', 'for', 'my', 'face']","['clinique', 'dramatically', 'different', 'moisturizing', 'gel', 'oily', 'skin', 'face']","['cliniqu', 'dramat', 'differ', 'moistur', 'gel', 'oili', 'skin', 'face']"
125,Clinique mild exfoliating scrub every other day using a clarisonic\nLush brazened honey fresh,ham,0,Clinique mild exfoliating scrub every other day using a clarisonicnLush brazened honey fresh,"['clinique', 'mild', 'exfoliating', 'scrub', 'every', 'other', 'day', 'using', 'a', 'clarisonicnlush', 'brazened', 'honey', 'fresh']","['clinique', 'mild', 'exfoliating', 'scrub', 'every', 'day', 'using', 'clarisonicnlush', 'brazened', 'honey', 'fresh']","['cliniqu', 'mild', 'exfoli', 'scrub', 'everi', 'day', 'use', 'clarisonicnlush', 'brazen', 'honey', 'fresh']"
126,Clinique Moisture Surge 72 hour auto replenishing hydrator gel-cream 125ml NEW,ham,0,Clinique Moisture Surge 72 hour auto replenishing hydrator gelcream 125ml NEW,"['clinique', 'moisture', 'surge', '72', 'hour', 'auto', 'replenishing', 'hydrator', 'gelcream', '125ml', 'new']","['clinique', 'moisture', 'surge', '72', 'hour', 'auto', 'replenishing', 'hydrator', 'gelcream', '125ml', 'new']","['cliniqu', 'moistur', 'surg', '72', 'hour', 'auto', 'replenish', 'hydrat', 'gelcream', '125ml', 'new']"
127,A moisturizer for every skin type. \ud83d\udc4f\ud83d\udc9c The nongreasy formula of the #MaryKay Oil-Free Hydrating Gel is suited for no\u2026,ham,0,A moisturizer for every skin type ud83dudc4fud83dudc9c The nongreasy formula of the MaryKay OilFree Hydrating Gel is suited for nou2026,"['a', 'moisturizer', 'for', 'every', 'skin', 'type', 'ud83dudc4fud83dudc9c', 'the', 'nongreasy', 'formula', 'of', 'the', 'marykay', 'oilfree', 'hydrating', 'gel', 'is', 'suited', 'for', 'nou2026']","['moisturizer', 'every', 'skin', 'type', 'ud83dudc4fud83dudc9c', 'nongreasy', 'formula', 'marykay', 'oilfree', 'hydrating', 'gel', 'suited', 'nou2026']","['moistur', 'everi', 'skin', 'type', 'ud83dudc4fud83dudc9c', 'nongreasi', 'formula', 'marykay', 'oilfre', 'hydrat', 'gel', 'suit', 'nou2026']"
128,ForWorkingMamas: I never dreamed about success. I worked for it. - Estée Lauder #ForWorkingMamas #WorkingMum,ham,0,ForWorkingMamas I never dreamed about success I worked for it  Estée Lauder ForWorkingMamas WorkingMum,"['forworkingmamas', 'i', 'never', 'dreamed', 'about', 'success', 'i', 'worked', 'for', 'it', 'estée', 'lauder', 'forworkingmamas', 'workingmum']","['forworkingmamas', 'never', 'dreamed', 'success', 'worked', 'estée', 'lauder', 'forworkingmamas', 'workingmum']","['forworkingmama', 'never', 'dream', 'success', 'work', 'esté', 'lauder', 'forworkingmama', 'workingmum']"
129,I will be on Fenty Beauty\u2019s digital marketing team one day,ham,0,I will be on Fenty Beautyu2019s digital marketing team one day,"['i', 'will', 'be', 'on', 'fenty', 'beautyu2019s', 'digital', 'marketing', 'team', 'one', 'day']","['fenty', 'beautyu2019s', 'digital', 'marketing', 'team', 'one', 'day']","['fenti', 'beautyu2019', 'digit', 'market', 'team', 'one', 'day']"
130,Here is a great way to pamper your lips plus add a pop of colour- I'm giving away Clarins,ham,0,Here is a great way to pamper your lips plus add a pop of colour Im giving away Clarins,"['here', 'is', 'a', 'great', 'way', 'to', 'pamper', 'your', 'lips', 'plus', 'add', 'a', 'pop', 'of', 'colour', 'im', 'giving', 'away', 'clarins']","['great', 'way', 'pamper', 'lips', 'plus', 'add', 'pop', 'colour', 'im', 'giving', 'away', 'clarins']","['great', 'way', 'pamper', 'lip', 'plu', 'add', 'pop', 'colour', 'im', 'give', 'away', 'clarin']"
131,Today's luxe skincare giveaway is ideal for anyone with oily or combination skin. It's my clarins' Re-Move Purifying CleanS,ham,0,Todays luxe skincare giveaway is ideal for anyone with oily or combination skin Its my clarins ReMove Purifying CleanS,"['todays', 'luxe', 'skincare', 'giveaway', 'is', 'ideal', 'for', 'anyone', 'with', 'oily', 'or', 'combination', 'skin', 'its', 'my', 'clarins', 'remove', 'purifying', 'cleans']","['todays', 'luxe', 'skincare', 'giveaway', 'ideal', 'anyone', 'oily', 'combination', 'skin', 'clarins', 'remove', 'purifying', 'cleans']","['today', 'lux', 'skincar', 'giveaway', 'ideal', 'anyon', 'oili', 'combin', 'skin', 'clarin', 'remov', 'purifi', 'clean']"
132,Avon True Color Glimmersticks Diamonds Eye Liner-Bold shimmer amps up your gaze for hours. So many colors to choice,ham,0,Avon True Color Glimmersticks Diamonds Eye LinerBold shimmer amps up your gaze for hours So many colors to choice,"['avon', 'true', 'color', 'glimmersticks', 'diamonds', 'eye', 'linerbold', 'shimmer', 'amps', 'up', 'your', 'gaze', 'for', 'hours', 'so', 'many', 'colors', 'to', 'choice']","['avon', 'true', 'color', 'glimmersticks', 'diamonds', 'eye', 'linerbold', 'shimmer', 'amps', 'gaze', 'hours', 'many', 'colors', 'choice']","['avon', 'true', 'color', 'glimmerstick', 'diamond', 'eye', 'linerbold', 'shimmer', 'amp', 'gaze', 'hour', 'mani', 'color', 'choic']"
133,Such an amazing affordable product. Only $16.00. Mary Kay Indulge Soothing Eye Gel,ham,0,Such an amazing affordable product Only 1600 Mary Kay Indulge Soothing Eye Gel,"['such', 'an', 'amazing', 'affordable', 'product', 'only', '1600', 'mary', 'kay', 'indulge', 'soothing', 'eye', 'gel']","['amazing', 'affordable', 'product', '1600', 'mary', 'kay', 'indulge', 'soothing', 'eye', 'gel']","['amaz', 'afford', 'product', '1600', 'mari', 'kay', 'indulg', 'sooth', 'eye', 'gel']"
134,I just bought the fenty beauty lip gloss \ud83d\ude2d that was a very impulsive decision BUT IM SO HAPPY,ham,0,I just bought the fenty beauty lip gloss ud83dude2d that was a very impulsive decision BUT IM SO HAPPY,"['i', 'just', 'bought', 'the', 'fenty', 'beauty', 'lip', 'gloss', 'ud83dude2d', 'that', 'was', 'a', 'very', 'impulsive', 'decision', 'but', 'im', 'so', 'happy']","['bought', 'fenty', 'beauty', 'lip', 'gloss', 'ud83dude2d', 'impulsive', 'decision', 'im', 'happy']","['bought', 'fenti', 'beauti', 'lip', 'gloss', 'ud83dude2d', 'impuls', 'decis', 'im', 'happi']"
135,Echaa Hisham Mary Kay:10% discount for all set skincare MaryKay,ham,0,Echaa Hisham Mary Kay10 discount for all set skincare MaryKay,"['echaa', 'hisham', 'mary', 'kay10', 'discount', 'for', 'all', 'set', 'skincare', 'marykay']","['echaa', 'hisham', 'mary', 'kay10', 'discount', 'set', 'skincare', 'marykay']","['echaa', 'hisham', 'mari', 'kay10', 'discount', 'set', 'skincar', 'marykay']"
136,DivineBrine: Natural glam &amp; using my very own gloss\#NYX,ham,0,DivineBrine Natural glam amp using my very own glossNYX,"['divinebrine', 'natural', 'glam', 'amp', 'using', 'my', 'very', 'own', 'glossnyx']","['divinebrine', 'natural', 'glam', 'amp', 'using', 'glossnyx']","['divinebrin', 'natur', 'glam', 'amp', 'use', 'glossnyx']"
137,Elizabeth Arden Green Tea Honey Drops Crema Corporal 500 ml,ham,0,Elizabeth Arden Green Tea Honey Drops Crema Corporal 500 ml,"['elizabeth', 'arden', 'green', 'tea', 'honey', 'drops', 'crema', 'corporal', '500', 'ml']","['elizabeth', 'arden', 'green', 'tea', 'honey', 'drops', 'crema', 'corporal', '500', 'ml']","['elizabeth', 'arden', 'green', 'tea', 'honey', 'drop', 'crema', 'corpor', '500', 'ml']"
138,"Red Door Perfume by Elizabeth Arden, Red Door is a floral oriental fragrance for woMen ",ham,0,Red Door Perfume by Elizabeth Arden Red Door is a floral oriental fragrance for woMen ,"['red', 'door', 'perfume', 'by', 'elizabeth', 'arden', 'red', 'door', 'is', 'a', 'floral', 'oriental', 'fragrance', 'for', 'women', '']","['red', 'door', 'perfume', 'elizabeth', 'arden', 'red', 'door', 'floral', 'oriental', 'fragrance', 'women', '']","['red', 'door', 'perfum', 'elizabeth', 'arden', 'red', 'door', 'floral', 'orient', 'fragranc', 'women', '']"
139,"Retail Beauty Sales - Estee Lauder - Full Time - Cheyenne, WY: Clinique - Cheyenne, WY - Retail Beauty Sales",ham,0,Retail Beauty Sales  Estee Lauder  Full Time  Cheyenne WY Clinique  Cheyenne WY  Retail Beauty Sales,"['retail', 'beauty', 'sales', 'estee', 'lauder', 'full', 'time', 'cheyenne', 'wy', 'clinique', 'cheyenne', 'wy', 'retail', 'beauty', 'sales']","['retail', 'beauty', 'sales', 'estee', 'lauder', 'full', 'time', 'cheyenne', 'wy', 'clinique', 'cheyenne', 'wy', 'retail', 'beauty', 'sales']","['retail', 'beauti', 'sale', 'este', 'lauder', 'full', 'time', 'cheyenn', 'wy', 'cliniqu', 'cheyenn', 'wy', 'retail', 'beauti', 'sale']"
140,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset,ham,0,So good I had to share Check out all the items Im loving on Poshmarkapp poshmark fashion style shopmycloset,"['so', 'good', 'i', 'had', 'to', 'share', 'check', 'out', 'all', 'the', 'items', 'im', 'loving', 'on', 'poshmarkapp', 'poshmark', 'fashion', 'style', 'shopmycloset']","['good', 'share', 'check', 'items', 'im', 'loving', 'poshmarkapp', 'poshmark', 'fashion', 'style', 'shopmycloset']","['good', 'share', 'check', 'item', 'im', 'love', 'poshmarkapp', 'poshmark', 'fashion', 'style', 'shopmycloset']"
141,If you\u2019re in the market for eyeliner that can handle life being too much - NYX waterproof is the BOMB,ham,0,If youu2019re in the market for eyeliner that can handle life being too much  NYX waterproof is the BOMB,"['if', 'youu2019re', 'in', 'the', 'market', 'for', 'eyeliner', 'that', 'can', 'handle', 'life', 'being', 'too', 'much', 'nyx', 'waterproof', 'is', 'the', 'bomb']","['youu2019re', 'market', 'eyeliner', 'handle', 'life', 'much', 'nyx', 'waterproof', 'bomb']","['youu2019r', 'market', 'eyelin', 'handl', 'life', 'much', 'nyx', 'waterproof', 'bomb']"
142,the fenty beauty one made my lashes look long asff even after my extensions ripped them all out,ham,0,the fenty beauty one made my lashes look long asff even after my extensions ripped them all out,"['the', 'fenty', 'beauty', 'one', 'made', 'my', 'lashes', 'look', 'long', 'asff', 'even', 'after', 'my', 'extensions', 'ripped', 'them', 'all', 'out']","['fenty', 'beauty', 'one', 'made', 'lashes', 'look', 'long', 'asff', 'even', 'extensions', 'ripped']","['fenti', 'beauti', 'one', 'made', 'lash', 'look', 'long', 'asff', 'even', 'extens', 'rip']"
143,Daily Makeup Routine Includes Three Fenty Beauty Products #beautyrecap ,ham,0,Daily Makeup Routine Includes Three Fenty Beauty Products beautyrecap ,"['daily', 'makeup', 'routine', 'includes', 'three', 'fenty', 'beauty', 'products', 'beautyrecap', '']","['daily', 'makeup', 'routine', 'includes', 'three', 'fenty', 'beauty', 'products', 'beautyrecap', '']","['daili', 'makeup', 'routin', 'includ', 'three', 'fenti', 'beauti', 'product', 'beautyrecap', '']"
144,Why Estee Lauder Double Wear Foundation is worth the price tag,ham,0,Why Estee Lauder Double Wear Foundation is worth the price tag,"['why', 'estee', 'lauder', 'double', 'wear', 'foundation', 'is', 'worth', 'the', 'price', 'tag']","['estee', 'lauder', 'double', 'wear', 'foundation', 'worth', 'price', 'tag']","['este', 'lauder', 'doubl', 'wear', 'foundat', 'worth', 'price', 'tag']"
145,Lush kalamazoo cleanser&amp;lush tee tree toner water&amp;lush enzymion moisturiser in the morning\nClinique,ham,0,Lush kalamazoo cleanseramplush tee tree toner wateramplush enzymion moisturiser in the morningnClinique,"['lush', 'kalamazoo', 'cleanseramplush', 'tee', 'tree', 'toner', 'wateramplush', 'enzymion', 'moisturiser', 'in', 'the', 'morningnclinique']","['lush', 'kalamazoo', 'cleanseramplush', 'tee', 'tree', 'toner', 'wateramplush', 'enzymion', 'moisturiser', 'morningnclinique']","['lush', 'kalamazoo', 'cleanseramplush', 'tee', 'tree', 'toner', 'wateramplush', 'enzymion', 'moisturis', 'morningncliniqu']"
146,Clinique mild exfoliating scrub every other day using a clarisonic\nLush brazened honey fresh ,ham,0,Clinique mild exfoliating scrub every other day using a clarisonicnLush brazened honey fresh ,"['clinique', 'mild', 'exfoliating', 'scrub', 'every', 'other', 'day', 'using', 'a', 'clarisonicnlush', 'brazened', 'honey', 'fresh', '']","['clinique', 'mild', 'exfoliating', 'scrub', 'every', 'day', 'using', 'clarisonicnlush', 'brazened', 'honey', 'fresh', '']","['cliniqu', 'mild', 'exfoli', 'scrub', 'everi', 'day', 'use', 'clarisonicnlush', 'brazen', 'honey', 'fresh', '']"
147,Channeling my inner Mrs Doubtfire  love this mask by Estée Lauder skin felt fresh and moisturised after it ,ham,0,Channeling my inner Mrs Doubtfire  love this mask by Estée Lauder skin felt fresh and moisturised after it ,"['channeling', 'my', 'inner', 'mrs', 'doubtfire', 'love', 'this', 'mask', 'by', 'estée', 'lauder', 'skin', 'felt', 'fresh', 'and', 'moisturised', 'after', 'it', '']","['channeling', 'inner', 'mrs', 'doubtfire', 'love', 'mask', 'estée', 'lauder', 'skin', 'felt', 'fresh', 'moisturised', '']","['channel', 'inner', 'mr', 'doubtfir', 'love', 'mask', 'esté', 'lauder', 'skin', 'felt', 'fresh', 'moisturis', '']"
148,fenty beauty powder smells amazing ,ham,0,fenty beauty powder smells amazing ,"['fenty', 'beauty', 'powder', 'smells', 'amazing', '']","['fenty', 'beauty', 'powder', 'smells', 'amazing', '']","['fenti', 'beauti', 'powder', 'smell', 'amaz', '']"
149,A moisturizer for every skin type. The nongreasy formula of the #MaryKay Oil-Free Hydrating Gel is suited for ,ham,0,A moisturizer for every skin type The nongreasy formula of the MaryKay OilFree Hydrating Gel is suited for ,"['a', 'moisturizer', 'for', 'every', 'skin', 'type', 'the', 'nongreasy', 'formula', 'of', 'the', 'marykay', 'oilfree', 'hydrating', 'gel', 'is', 'suited', 'for', '']","['moisturizer', 'every', 'skin', 'type', 'nongreasy', 'formula', 'marykay', 'oilfree', 'hydrating', 'gel', 'suited', '']","['moistur', 'everi', 'skin', 'type', 'nongreasi', 'formula', 'marykay', 'oilfre', 'hydrat', 'gel', 'suit', '']"
